abandoned1_paul_abandoned,ax,ae,ah,good,possible,b,good,possible,ae,good,possible,n,good,possible,d,good,possible,(,ah,ax,good,possible,n,good,possible,||,axn,good,possible,),d,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abandoned1_tomo_abandoned,ax,ae,ah,good,possible,b,good,possible,ae,good,possible,n,good,possible,d,good,possible,(,ah,ax,good,possible,n,good,possible,||,axn,good,possible,),d,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abhorrent1_tomo_abhorrent,ah,ae,good,possible,b,missing,*,surprise,absent,*,surprise,absent,hh,good,possible,ao,good,possible,r,good,possible,absent,(,ah,ax,good,possible,absent,n,good,possible,||,axn,good,possible,),t,good,possible,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
absorb1_paul_absorb,ax,ah,good,possible,b,good,possible,s,z,good,possible,ao,good,possible,r,good,possible,absent,b,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allowed1_philip_allowed,ax,ah,good,possible,l,good,possible,aw,good,possible,d,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amputate1_paul_amputate,ae,good,possible,m,good,possible,p,good,possible,(,y,good,possible,uh,uw,good,possible,||,yuw,good,possible,),t,good,possible,ey,good,possible,t,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and1_tressa_and,ax,ae,ah,good,possible,n,good,possible,d,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
angriest1_paul_angriest,ae,good,possible,ng,good,possible,(,g,good,possible,r,good,possible,||,gr,good,possible,),iy,good,possible,ih,eh,ax,good,possible,s,good,possible,t,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
animal1_colin_animal,ae,good,possible,n,good,possible,(,ax,ih,er,good,possible,m,good,possible,||,axm,good,possible,),(,ax,good,possible,absent,l,good,possible,||,axl,good,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
animal1_deven_animal,ae,good,possible,n,good,possible,(,ax,ih,er,missing,good,possible,m,good,possible,||,axm,good,possible,),(,ax,good,possible,absent,l,good,possible,||,axl,good,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
animal1_hossein_animal,ae,good,possible,n,good,possible,(,ax,ih,er,good,possible,m,good,possible,||,axm,good,possible,),(,ax,good,possible,absent,l,good,possible,||,axl,good,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
animal1_khurrum_animal,ae,good,possible,n,good,possible,(,ax,ih,er,good,possible,m,good,possible,||,axm,good,possible,),(,ax,good,possible,absent,l,good,possible,||,axl,good,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
animal1_matthew_animal,ae,good,possible,n,good,possible,(,ax,ih,er,good,possible,m,good,possible,||,axm,good,possible,),(,ax,good,possible,absent,l,good,possible,||,axl,good,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
animal1_paul_animal,ae,good,possible,n,good,possible,(,ax,ih,er,good,possible,m,good,possible,||,axm,good,possible,),(,ax,good,possible,absent,l,good,possible,||,axl,good,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
animal1_rishka_animal,ae,good,possible,n,good,possible,(,ax,ih,er,good,possible,m,good,possible,||,axm,good,possible,),(,ax,good,possible,absent,l,good,possible,||,axl,good,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
animal1_robot_animal,ae,good,possible,n,good,possible,(,ax,ih,er,good,possible,m,good,possible,||,axm,good,possible,),(,ax,good,possible,absent,l,good,possible,||,axl,good,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
animal1_saman_animal,ae,good,possible,n,good,possible,(,ax,ih,er,good,possible,m,good,possible,||,axm,good,possible,),(,ax,good,possible,absent,l,good,possible,||,axl,good,possible,||,ax,good,possible,l,missing,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
animal1_tressa_animal,ae,good,possible,n,good,possible,missing,(,ax,ih,er,missing,m,good,possible,||,axm,missing,),(,ax,good,possible,absent,l,good,possible,||,axl,good,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
animal1_us_female_animal,ae,good,possible,n,good,possible,(,ax,ih,er,good,possible,m,good,possible,||,axm,good,possible,),(,ax,good,possible,absent,l,good,possible,||,axl,good,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
animal2_colin_animal,ae,good,possible,n,good,possible,(,ax,ih,er,good,possible,m,good,possible,||,axm,good,possible,),(,ax,good,possible,absent,l,good,possible,||,axl,good,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
animal2_deven_animal,ae,good,possible,n,good,possible,(,ax,ih,er,good,possible,m,good,possible,||,axm,good,possible,),(,ax,good,possible,absent,l,good,possible,||,axl,good,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
animal2_khurrum_animal,ae,good,possible,n,good,possible,(,ax,ih,er,good,possible,m,good,possible,||,axm,good,possible,),(,ax,good,possible,absent,l,good,possible,||,axl,good,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
animal2_matthew_animal,ae,good,possible,n,good,possible,(,ax,ih,er,good,possible,m,good,possible,||,axm,good,possible,),(,ax,good,possible,absent,l,good,possible,||,axl,good,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
animal2_paul_animal,ae,good,possible,n,good,possible,(,ax,ih,er,good,possible,missing,m,good,possible,||,axm,good,possible,),(,axl,missing,||,ax,good,possible,missing,absent,l,missing,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
animal2_robot_animal,ae,good,possible,n,good,possible,(,ax,ih,er,good,possible,m,good,possible,||,axm,good,possible,),(,ax,good,possible,absent,l,good,possible,||,axl,good,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
animal2_tressa_animal,ae,good,possible,n,good,possible,(,ax,ih,er,good,possible,missing,m,good,||,axm,missing,good,possible,),(,ax,good,possible,absent,l,good,possible,||,axl,good,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
animal3_colin_animal,ae,good,possible,n,good,possible,(,ax,ih,er,good,possible,m,good,possible,||,axm,good,possible,),(,ax,good,possible,absent,l,good,possible,||,axl,good,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
animal3_robot_animal,ae,good,possible,n,good,possible,(,ax,ih,er,good,possible,m,good,possible,||,axm,good,possible,),(,ax,good,possible,absent,l,good,possible,||,axl,good,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
animal3_tressa_animal,ae,good,possible,n,good,possible,(,ax,ih,er,good,possible,m,good,possible,||,axm,good,possible,),(,ax,good,possible,absent,l,good,possible,||,axl,good,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
animal4_colin_animal,ae,good,possible,n,good,possible,(,ax,ih,er,good,possible,m,good,possible,||,axm,good,possible,),(,ax,good,possible,absent,l,good,possible,||,axl,good,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
animal4_robot_animal,ae,good,possible,n,good,possible,(,ax,ih,er,good,possible,m,good,possible,||,axm,good,possible,),(,ax,good,possible,absent,l,good,possible,||,axl,good,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
animal5_colin_animal,ae,good,possible,n,good,possible,(,ax,ih,er,good,possible,m,good,possible,||,axm,good,possible,),(,ax,good,possible,absent,l,good,possible,||,axl,good,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
animal6_colin_animal,ae,good,possible,n,good,possible,(,ax,ih,er,good,possible,m,good,possible,||,axm,good,possible,),(,ax,good,possible,absent,l,good,possible,||,axl,good,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apostrophes1_andrei_apostrophes,ax,ah,good,possible,p,good,possible,oh,aa,ao,good,possible,s,good,possible,(,t,good,possible,r,good,possible,||,tr,good,possible,),ax,ah,good,possible,absent,f,good,possible,iy,ih,good,possible,z,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arrest1_paul_arrest,ax,ae,ah,aa,good,possible,absent,r,er,good,possible,eh,good,possible,(,s,good,possible,t,good,possible,||,st,good,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arrest1_paul_copy_arrests,ax,ae,ah,aa,good,possible,absent,r,er,good,possible,eh,good,possible,(,s,good,possible,t,good,possible,s,missing,||,s,good,possible,t,missing,s,missing,||,st,good,possible,s,missing,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arrests1_paul_copy_arrest,ax,ae,ah,aa,good,possible,absent,r,er,good,possible,eh,good,possible,(,s,good,possible,t,good,possible,missing,*,surprise,*,surprise,absent,||,st,good,possible,*,surprise,*,surprise,absent,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arrests1_paul_arrests,ax,ae,ah,aa,good,possible,absent,r,er,good,possible,eh,good,possible,(,s,good,possible,t,good,possible,s,good,possible,||,sts,good,possible,||,st,good,possible,s,good,possible,||,s,good,possible,ts,good,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ask1_rishka_ask,aa,ae,good,possible,s,good,possible,k,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asked1_tomo_asked,aa,ae,good,possible,s,good,possible,(,k,missing,possible,t,missing,||,kt,missing,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avid1_tressa_avid,ae,good,possible,v,good,possible,ih,good,possible,d,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barrel1_paul_barrel,b,good,possible,aa,ae,good,possible,r,er,good,possible,(,ax,ah,good,possible,absent,l,good,possible,||,axl,good,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barrel1_philip_barrel,b,good,possible,aa,ae,good,possible,r,er,good,possible,(,ax,ah,good,possible,absent,l,good,possible,||,axl,good,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bars1_paul_bars,b,good,possible,aa,good,possible,r,good,possible,absent,z,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
because1_80_because,b,good,possible,ih,iy,good,possible,k,good,possible,oh,ao,aa,good,possible,z,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
because1_colin_because,b,good,possible,ih,iy,good,possible,k,good,possible,oh,ao,aa,good,possible,z,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
because1_paul_because,b,good,possible,ih,iy,good,possible,k,good,possible,oh,ao,aa,good,possible,z,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
because1_rishka_because,b,good,possible,ih,iy,good,possible,k,good,possible,oh,ao,aa,good,possible,z,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
because1_unknown-4t-5_because,b,good,possible,ih,iy,good,possible,k,good,possible,oh,good,possible,missing,*,surprise,absent,*,surprise,absent,*,surprise,absent,z,good,possible,missing,*,surprise,absent,*,surprise,absent,*,surprise,absent,*,surprise,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
because1_unknown-6t-2_because,b,missing,ih,iy,missing,possible,k,good,possible,oh,good,possible,z,good,possible,missing,*,surprise,absent,*,surprise,absent,*,surprise,absent,*,surprise,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
because2_paul_because,b,good,possible,ih,iy,good,possible,k,good,possible,oh,ao,aa,good,possible,z,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
because3_paul_because,b,good,possible,ih,iy,good,possible,k,good,possible,oh,ao,aa,good,possible,z,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
because4_paul_because,b,missing,ih,iy,missing,k,good,possible,oh,ao,aa,good,possible,z,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
billing1_tressa_billing,b,good,possible,(,ih,good,possible,l,good,possible,||,ihl,good,possible,),(,ih,good,possible,ng,good,possible,||,ing,good,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
billing2_tressa_billing,b,good,possible,(,ih,good,possible,l,good,possible,||,ihl,good,possible,),(,ih,good,possible,ng,good,possible,||,ing,good,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birch1_paul_birch,b,good,possible,er,ah,good,possible,ch,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bla1_paul_black,(,bl,good,possible,||,b,good,possible,l,good,possible,),ae,aa,good,possible,missing,*,surprise,absent,*,surprise,absent,k,missing,*,surprise,absent,*,surprise,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black1_paul_black,(,bl,good,possible,||,b,good,possible,l,good,possible,),ae,aa,good,possible,k,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black1_uk_female_black,(,bl,good,possible,||,b,good,possible,l,good,possible,),ae,aa,good,possible,k,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black1_us_female_black,(,bl,good,possible,||,b,good,possible,l,good,possible,),ae,aa,good,possible,k,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black1_us_male_black,(,bl,good,possible,||,b,good,possible,l,good,possible,),ae,aa,good,possible,k,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackberries1_rishka_blackberries,(,bl,good,possible,||,b,good,possible,l,good,possible,),ae,good,possible,k,good,possible,b,good,possible,ax,ah,eh,good,possible,r,good,possible,ih,iy,good,possible,z,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blag1_k_paul_black,(,bl,good,possible,||,b,good,possible,l,good,possible,),ae,aa,good,possible,g,surprise,absent,k,missing,g,surprise,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blag1_paul_blagg,(,bl,good,possible,||,b,good,possible,l,good,possible,),ae,good ,possible,g,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blah1_k_paul_black,(,bl,good,possible,||,b,good,possible,l,good,possible,),ae,aa,good,possible,missing,ae,aa,surprise,absent,*,surprise,absent,k,missing,*,surprise,absent,*,surprise,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blah1_paul_blah,(,bl,good,possible,||,b,good,possible,l,good,possible,),aa,good ,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blair1_k_paul_black,(,bl,good,possible,||,b,good,possible,l,good,possible,),(,ae,aa,good,possible,||,ae,aa,missing,ehr,eh,surprise,absent,),k,missing,*,surprise,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blair1_paul_blair,(,bl,good,possible,||,b,good,possible,l,good,possible,),(,eh,good ,possible,r,good,possible,absent,||,ehr,good ,possible,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blake1_k_paul_black,(,bl,good,possible,||,b,good,possible,l,good,possible,),(,ae,aa,missing,ey,eh,surprise,absent,*,surprise,absent,*,surprise,absent,||,ae,aa,good,possible,ey,eh,surprise,absent,*,surprise,absent,*,surprise,absent,),k,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blake1_paul_blake,(,bl,good,possible,||,b,good,possible,l,good,possible,),ey,good ,possible,k,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bland1_k_paul_black,(,bl,good,possible,||,b,good,possible,l,good,possible,),ae,aa,good,possible,*,surprise,absent,k,missing,*,surprise,absent,*,surprise,absent,*,surprise,absent,*,surprise,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bland1_paul_bland,(,bl,good,possible,||,b,good,possible,l,good,possible,),ae,good ,possible,n,good,possible,d,good,possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
